SWEEP_R13_K3_N20_M252_S001-l.out	0	252	20	143	0	0	1030	756	40	20	0	253
SWEEP_R13_K3_N20_M252_S001-o.out	1	252	20	0	0	0	72	1260	36	18	0	270
SWEEP_R13_K3_N20_M252_S002-d.out	2	252	20	913	0	0	753	0	16797820	753	7896181	251
SWEEP_R13_K3_N20_M252_S002-l.out	0	252	20	147	0	0	1030	756	40	20	0	253
SWEEP_R13_K3_N20_M252_S002-o.out	1	252	20	0	0	0	72	1260	36	18	0	270
SWEEP_R13_K3_N20_M256_S000-d.out	2	256	20	307	0	0	765	0	5151512	765	2352542	255
SWEEP_R13_K3_N20_M256_S000-l.out	0	256	20	131	0	0	1046	768	40	20	0	257
SWEEP_R13_K3_N20_M256_S000-o.out	1	256	20	0	0	0	72	1280	36	18	0	274
SWEEP_R13_K3_N20_M256_S001-d.out	2	256	20	809	0	0	765	0	14299590	765	6614689	255
SWEEP_R13_K3_N20_M256_S001-l.out	0	256	20	142	0	0	1046	768	40	20	0	257
SWEEP_R13_K3_N20_M256_S001-o.out	1	256	20	0	0	0	72	1280	36	18	0	274
SWEEP_R13_K3_N20_M256_S002-d.out	2	256	20	1062	0	0	765	0	16797820	765	7896181	255
SWEEP_R13_K3_N20_M256_S002-l.out	0	256	20	146	0	0	1046	768	40	20	0	257
SWEEP_R13_K3_N20_M256_S002-o.out	1	256	20	0	0	0	72	1280	36	18	0	274
SWEEP_R14_K3_N16_M224_S000-d.out	2	224	16	13	0	0	669	0	250359	669	118352	223
SWEEP_R14_K3_N16_M224_S000-l.out	0	224	16	9	0	0	914	672	32	16	0	225
SWEEP_R14_K3_N16_M224_S000-o.out	1	224	16	0	0	0	56	1120	28	14	0	238
SWEEP_R14_K3_N16_M224_S001-d.out	2	224	16	43	0	0	669	0	968349	669	440211	223
SWEEP_R14_K3_N16_M224_S001-l.out	0	224	16	9	0	0	914	672	32	16	0	225
SWEEP_R14_K3_N16_M224_S001-o.out	1	224	16	0	0	0	56	1120	28	14	0	238
SWEEP_R14_K3_N16_M224_S002-d.out	2	224	16	32	0	0	669	0	610750	669	293262	223
SWEEP_R14_K3_N16_M224_S002-l.out	0	224	16	8	0	0	914	672	32	16	0	225
SWEEP_R14_K3_N16_M224_S002-o.out	1	224	16	0	0	0	56	1120	28	14	0	238
SWEEP_R14_K3_N20_M264_S000-d.out	2	264	20	312	0	0	789	0	5151512	789	2352542	263
SWEEP_R14_K3_N20_M264_S000-l.out	0	264	20	139	0	0	1078	792	40	20	0	265
SWEEP_R14_K3_N20_M264_S000-o.out	1	264	20	0	0	0	72	1320	36	18	0	282
SWEEP_R14_K3_N20_M264_S001-d.out	2	264	20	968	0	0	789	0	14299590	789	6614689	263
SWEEP_R14_K3_N20_M264_S001-l.out	0	264	20	143	0	0	1078	792	40	20	0	265
SWEEP_R14_K3_N20_M264_S001-o.out	1	264	20	0	0	0	72	1320	36	18	0	282
SWEEP_R14_K3_N20_M264_S002-d.out	2	264	20	1153	0	0	789	0	16797820	789	7896181	263
SWEEP_R14_K3_N20_M264_S002-l.out	0	264	20	188	0	0	1078	792	40	20	0	265
SWEEP_R14_K3_N20_M264_S002-o.out	1	264	20	0	0	0	72	1320	36	18	0	282
SWEEP_R14_K3_N20_M268_S000-d.out	2	268	20	360	0	0	801	0	5151512	801	2352542	267
SWEEP_R14_K3_N20_M268_S000-l.out	0	268	20	168	0	0	1094	804	40	20	0	269
SWEEP_R14_K3_N20_M268_S000-o.out	1	268	20	0	0	0	72	1340	36	18	0	286
SWEEP_R14_K3_N20_M268_S001-d.out	2	268	20	830	0	0	801	0	14299590	801	6614689	267
SWEEP_R14_K3_N20_M268_S001-l.out	0	268	20	147	0	0	1094	804	40	20	0	269
SWEEP_R14_K3_N20_M268_S001-o.out	1	268	20	0	0	0	72	1340	36	18	0	286
SWEEP_R14_K3_N20_M268_S002-d.out	2	268	20	1114	0	0	801	0	16797820	801	7896181	267
SWEEP_R14_K3_N20_M268_S002-l.out	0	268	20	151	0	0	1094	804	40	20	0	269
SWEEP_R14_K3_N20_M268_S002-o.out	1	268	20	0	0	0	72	1340	36	18	0	286
SWEEP_R14_K3_N20_M272_S000-d.out	2	272	20	307	0	0	813	0	5151512	813	2352542	271
SWEEP_R14_K3_N20_M272_S000-l.out	0	272	20	130	0	0	1110	816	40	20	0	273
SWEEP_R14_K3_N20_M272_S000-o.out	1	272	20	0	0	0	72	1360	36	18	0	290
SWEEP_R14_K3_N20_M272_S001-d.out	2	272	20	809	0	0	813	0	14299590	813	6614689	271
SWEEP_R14_K3_N20_M272_S001-l.out	0	272	20	142	0	0	1110	816	40	20	0	273
SWEEP_R14_K3_N20_M272_S001-o.out	1	272	20	0	0	0	72	1360	36	18	0	290
SWEEP_R14_K3_N20_M272_S002-d.out	2	272	20	913	0	0	813	0	16797820	813	7896181	271
SWEEP_R14_K3_N20_M272_S002-l.out	0	272	20	147	0	0	1110	816	40	20	0	273
SWEEP_R14_K3_N20_M272_S002-o.out	1	272	20	0	0	0	72	1360	36	18	0	290
SWEEP_R14_K3_N20_M276_S000-d.out	2	276	20	306	0	0	825	0	5151512	825	2352542	275
SWEEP_R14_K3_N20_M276_S000-l.out	0	276	20	131	0	0	1126	828	40	20	0	277
SWEEP_R14_K3_N20_M276_S000-o.out	1	276	20	0	0	0	72	1380	36	18	0	294
SWEEP_R14_K3_N20_M276_S001-d.out	2	276	20	809	0	0	825	0	14299590	825	6614689	275
SWEEP_R14_K3_N20_M276_S001-l.out	0	276	20	142	0	0	1126	828	40	20	0	277
SWEEP_R14_K3_N20_M276_S001-o.out	1	276	20	0	0	0	72	1380	36	18	0	294
SWEEP_R14_K3_N20_M276_S002-d.out	2	276	20	891	0	0	825	0	16797820	825	7896181	275
SWEEP_R14_K3_N20_M276_S002-l.out	0	276	20	147	0	0	1126	828	40	20	0	277
SWEEP_R14_K3_N20_M276_S002-o.out	1	276	20	0	0	0	72	1380	36	18	0	294
SWEEP_R1_K3_N16_M16_S000-d.out	2	16	16	2	8187	1	45	0	66862	45	29935	15
SWEEP_R1_K3_N16_M16_S000-l.out	0	16	16	7	7251	1	82	48	32	16	0	17
SWEEP_R1_K3_N16_M16_S000-o.out	1	16	16	1	7251	1	56	80	28	14	0	30
SWEEP_R1_K3_N16_M16_S001-d.out	2	16	16	13	50391	1	45	0	410116	45	180709	15
SWEEP_R1_K3_N16_M16_S001-l.out	0	16	16	8	6796	1	82	48	32	16	0	17
SWEEP_R1_K3_N16_M16_S001-o.out	1	16	16	1	6796	1	56	80	28	14	0	30
SWEEP_R1_K3_N16_M16_S002-d.out	2	16	16	4	30339	1	45	0	123916	45	59081	15
SWEEP_R1_K3_N16_M16_S002-l.out	0	16	16	8	6916	1	82	48	32	16	0	17
SWEEP_R1_K3_N16_M16_S002-o.out	1	16	16	0	6916	1	56	80	28	14	0	30
SWEEP_R1_K3_N20_M12_S000-d.out	2	12	20	3	51786	1	33	0	118756	33	54456	11
SWEEP_R1_K3_N20_M12_S000-l.out	0	12	20	116	189152	1	70	36	40	20	0	13
SWEEP_R1_K3_N20_M12_S000-o.out	1	12	20	7	189156	1	72	60	36	18	0	30
SWEEP_R1_K3_N20_M12_S001-d.out	2	12	20	4	70262	1	33	0	170208	33	78050	11
SWEEP_R1_K3_N20_M12_S001-l.out	0	12	20	116	221826	1	70	36	40	20	0	13
SWEEP_R1_K3_N20_M12_S001-o.out	1	12	20	9	221826	1	72	60	36	18	0	30
SWEEP_R1_K3_N20_M12_S002-d.out	2	12	20	4	81036	1	33	0	195631	33	94985	11
SWEEP_R1_K3_N20_M12_S002-l.out	0	12	20	121	228561	1	70	36	40	20	0	13
SWEEP_R1_K3_N20_M12_S002-o.out	1	12	20	12	228561	1	72	60	36	18	0	30
SWEEP_R1_K3_N20_M16_S000-d.out	2	16	20	15	64583	1	45	0	444527	45	199281	15
SWEEP_R1_K3_N20_M16_S000-l.out	0	16	20	122	89760	1	86	48	40	20	0	17
SWEEP_R1_K3_N20_M16_S000-o.out	1	16	20	3	89761	1	72	80	36	18	0	34
SWEEP_R1_K3_N20_M16_S001-d.out	2	16	20	34	243655	1	45	0	856025	45	351932	15
SWEEP_R1_K3_N20_M16_S001-l.out	0	16	20	125	123360	1	86	48	40	20	0	17
SWEEP_R1_K3_N20_M16_S001-o.out	1	16	20	7	123361	1	72	80	36	18	0	34
SWEEP_R1_K3_N20_M16_S002-d.out	2	16	20	44	267305	1	45	0	1434156	45	704235	15
SWEEP_R1_K3_N20_M16_S002-l.out	0	16	20	131	129584	1	86	48	40	20	0	17
SWEEP_R1_K3_N20_M16_S002-o.out	1	16	20	7	129584	1	72	80	36	18	0	34
SWEEP_R1_K3_N20_M4_S000-d.out	2	4	20	0	69	1	9	0	149	9	53	3
SWEEP_R1_K3_N20_M4_S000-l.out	0	4	20	73	626691	1	38	12	40	20	0	5
SWEEP_R1_K3_N20_M4_S000-o.out	1	4	20	16	626691	1	72	20	36	18	0	22
SWEEP_R1_K3_N20_M4_S001-d.out	2	4	20	0	55	1	9	0	113	9	23	3
SWEEP_R1_K3_N20_M4_S001-l.out	0	4	20	71	573441	1	38	12	40	20	0	5
SWEEP_R1_K3_N20_M4_S001-o.out	1	4	20	15	573441	1	72	20	36	18	0	22
SWEEP_R1_K3_N20_M4_S002-d.out	2	4	20	0	81	1	9	0	165	9	54	3
SWEEP_R1_K3_N20_M4_S002-l.out	0	4	20	74	627201	1	38	12	40	20	0	5
SWEEP_R1_K3_N20_M4_S002-o.out	1	4	20	18	627201	1	72	20	36	18	0	22
SWEEP_R1_K3_N20_M8_S000-d.out	2	8	20	0	2944	1	21	0	7123	21	2730	7
SWEEP_R1_K3_N20_M8_S000-l.out	0	8	20	100	333316	1	54	24	40	20	0	9
SWEEP_R1_K3_N20_M8_S000-o.out	1	8	20	11	333316	1	72	40	36	18	0	26
SWEEP_R1_K3_N20_M8_S001-d.out	2	8	20	0	2544	1	21	0	5105	21	1383	7
SWEEP_R1_K3_N20_M8_S001-l.out	0	8	20	99	358656	1	54	24	40	20	0	9
SWEEP_R1_K3_N20_M8_S001-o.out	1	8	20	12	358656	1	72	40	36	18	0	26
SWEEP_R1_K3_N20_M8_S002-d.out	2	8	20	0	2530	1	21	0	6715	21	2409	7
SWEEP_R1_K3_N20_M8_S002-l.out	0	8	20	102	344066	1	54	24	40	20	0	9
SWEEP_R1_K3_N20_M8_S002-o.out	1	8	20	15	344066	1	72	40	36	18	0	26
SWEEP_R2_K3_N16_M32_S000-d.out	2	32	16	11	2646	1	93	0	242367	93	114637	31
SWEEP_R2_K3_N16_M32_S000-l.out	0	32	16	8	504	1	146	96	32	16	0	33
SWEEP_R2_K3_N16_M32_S000-o.out	1	32	16	1	505	1	56	160	28	14	0	46
SWEEP_R2_K3_N16_M32_S001-d.out	2	32	16	41	3200	1	93	0	962775	93	437976	31
SWEEP_R2_K3_N16_M32_S001-l.out	0	32	16	8	476	1	146	96	32	16	0	33
SWEEP_R2_K3_N16_M32_S001-o.out	1	32	16	0	476	1	56	160	28	14	0	46
SWEEP_R2_K3_N16_M32_S002-d.out	2	32	16	29	5274	1	93	0	599330	93	287815	31
SWEEP_R2_K3_N16_M32_S002-l.out	0	32	16	8	571	1	146	96	32	16	0	33
SWEEP_R2_K3_N16_M32_S002-o.out	1	32	16	1	571	1	56	160	28	14	0	46
SWEEP_R2_K3_N20_M24_S000-d.out	2	24	20	154	354488	1	69	0	3215707	69	1464453	23
SWEEP_R2_K3_N20_M24_S000-l.out	0	24	20	128	28975	1	118	72	40	20	0	25
SWEEP_R2_K3_N20_M24_S000-o.out	1	24	20	2	28976	1	72	120	36	18	0	42
SWEEP_R2_K3_N20_M24_S001-d.out	2	24	20	276	481304	1	69	0	6227730	69	2860136	23
SWEEP_R2_K3_N20_M24_S001-l.out	0	24	20	137	53842	1	118	72	40	20	0	25
SWEEP_R2_K3_N20_M24_S001-o.out	1	24	20	4	53846	1	72	120	36	18	0	42
SWEEP_R2_K3_N20_M24_S002-d.out	2	24	20	384	940283	1	69	0	9151857	69	4192744	23
SWEEP_R2_K3_N20_M24_S002-l.out	0	24	20	142	52126	1	118	72	40	20	0	25
SWEEP_R2_K3_N20_M24_S002-o.out	1	24	20	5	52126	1	72	120	36	18	0	42
SWEEP_R2_K3_N20_M28_S000-d.out	2	28	20	224	173212	1	81	0	4148088	81	1865695	27
SWEEP_R2_K3_N20_M28_S000-l.out	0	28	20	129	12967	1	134	84	40	20	0	29
SWEEP_R2_K3_N20_M28_S000-o.out	1	28	20	1	12971	1	72	140	36	18	0	46
SWEEP_R2_K3_N20_M28_S001-d.out	2	28	20	407	651455	1	81	0	9351182	81	4381742	27
SWEEP_R2_K3_N20_M28_S001-l.out	0	28	20	138	25782	1	134	84	40	20	0	29
SWEEP_R2_K3_N20_M28_S001-o.out	1	28	20	3	25786	1	72	140	36	18	0	46
SWEEP_R2_K3_N20_M28_S002-d.out	2	28	20	657	739528	1	81	0	13665763	81	6354999	27
SWEEP_R2_K3_N20_M28_S002-l.out	0	28	20	144	29041	1	134	84	40	20	0	29
SWEEP_R2_K3_N20_M28_S002-o.out	1	28	20	3	29041	1	72	140	36	18	0	46
SWEEP_R2_K3_N20_M32_S000-d.out	2	32	20	260	94936	1	93	0	4766805	93	2170653	31
SWEEP_R2_K3_N20_M32_S000-l.out	0	32	20	130	5961	1	150	96	40	20	0	33
SWEEP_R2_K3_N20_M32_S000-o.out	1	32	20	1	5961	1	72	160	36	18	0	50
SWEEP_R2_K3_N20_M32_S001-d.out	2	32	20	594	572058	1	93	0	11753325	93	5390189	31
SWEEP_R2_K3_N20_M32_S001-l.out	0	32	20	140	18907	1	150	96	40	20	0	33
SWEEP_R2_K3_N20_M32_S001-o.out	1	32	20	2	18911	1	72	160	36	18	0	50
SWEEP_R2_K3_N20_M32_S002-d.out	2	32	20	792	257777	1	93	0	15792985	93	7415509	31
SWEEP_R2_K3_N20_M32_S002-l.out	0	32	20	144	15440	1	150	96	40	20	0	33
SWEEP_R2_K3_N20_M32_S002-o.out	1	32	20	3	15441	1	72	160	36	18	0	50
SWEEP_R2_K3_N20_M36_S000-d.out	2	36	20	283	83236	1	105	0	4977581	105	2269791	35
